ExportID,Export Country,Date,ProductID,CompanyID
1a48cdcf-971f-4864-aeed-b3bb2c7dbec4,Netherlands,9/24/2023,c87cce8f-5ccf-433d-88db-c9dcf502b9c6,46d7f670-3062-4bac-a342-c926208c2b72
722e0d83-2b22-413a-af81-a081c116f5ce,Sweden,6/9/2022,a0d3307d-46f2-4e65-87d9-5b2f0e11ceb3,d0b9567a-5fe8-4e28-bc5d-617d88d97cfb
76efb2bd-8cb0-4762-9eac-0f64bfca86f0,Sweden,7/3/2023,f318e902-c064-4492-b6db-59ffc5e707a9,071b9916-1458-4dc6-a7f4-b662eb2b3216
4368ea88-5a10-44a9-947b-bf5ffd71df6e,Spain,2/23/2023,a0d3307d-46f2-4e65-87d9-5b2f0e11ceb3,071b9916-1458-4dc6-a7f4-b662eb2b3216
7436bf33-3506-44f8-8a94-d894f8cbc43c,Germany,10/7/2020,a0d3307d-46f2-4e65-87d9-5b2f0e11ceb3,d0b9567a-5fe8-4e28-bc5d-617d88d97cfb
62e1b3bd-f7c8-4394-bd1e-9324e4b3bd2a,Austria,11/17/2020,8052affb-2c38-4b57-9cc1-7c58baa43318,5c3b3005-b466-466f-b2c8-6292a26950e3
6131a53f-5b30-45a3-b9b9-98bc5ffaaea2,Belgium,10/25/2021,fee76aa2-6ca9-4122-b8a5-9f730e57a755,f3177906-348d-465e-8375-4e0950dd46ea
5d0d2f34-74fe-4c92-ab7c-8617dd63c357,Italy,4/11/2022,31af3ab3-850b-4bf2-8925-72bedd0597e6,46d7f670-3062-4bac-a342-c926208c2b72
293602be-1035-42a8-a824-2fbdf36b73f2,Netherlands,12/30/2022,49e4afe8-1dc6-487e-b664-627d2731ca36,4ca4ae37-4d8e-450f-b765-5dd817b63e60
9a09a1ae-beeb-487d-9d30-bb83046da2df,Denmark,11/29/2020,fee76aa2-6ca9-4122-b8a5-9f730e57a755,f3177906-348d-465e-8375-4e0950dd46ea
b16a4c98-ac71-41c5-bece-55e8cc104a61,Netherlands,1/21/2022,49e4afe8-1dc6-487e-b664-627d2731ca36,fa168eef-e321-4d38-9faf-df8c13572249
ac1f9067-9f28-447b-86a4-b98d8c3942e9,Netherlands,10/12/2023,a0d3307d-46f2-4e65-87d9-5b2f0e11ceb3,46d7f670-3062-4bac-a342-c926208c2b72
8ea0a55a-74a6-48b3-bdb3-fb357f7d8220,Sweden,3/26/2023,c87cce8f-5ccf-433d-88db-c9dcf502b9c6,82b2b311-f2ff-4ed1-8c15-084151b87b8e
3793ef9d-1154-44a0-8f8e-1d9330f2f26a,Belgium,9/30/2020,c87cce8f-5ccf-433d-88db-c9dcf502b9c6,e4d53a36-a65b-4a04-ae78-2f7090f4d668
a5ee3376-bdc1-42f6-8683-2a081b989716,Germany,11/25/2022,a0d3307d-46f2-4e65-87d9-5b2f0e11ceb3,071b9916-1458-4dc6-a7f4-b662eb2b3216
385ea5bf-b5cb-4d0a-a289-ac6ea5836bcc,Austria,1/9/2023,fee76aa2-6ca9-4122-b8a5-9f730e57a755,46d7f670-3062-4bac-a342-c926208c2b72
6d7ff5e5-62f4-430d-a4a9-c8e21b975385,Italy,10/10/2021,f318e902-c064-4492-b6db-59ffc5e707a9,4ca4ae37-4d8e-450f-b765-5dd817b63e60
f87e826b-7633-4ba2-aecc-a7812884cf68,Italy,12/28/2021,fee76aa2-6ca9-4122-b8a5-9f730e57a755,543d0c50-c195-4295-9236-a2cea9077f25
60c2b809-c566-429e-9ab6-20cf7957299f,Belgium,7/20/2020,f318e902-c064-4492-b6db-59ffc5e707a9,46d7f670-3062-4bac-a342-c926208c2b72
8f4a37cc-f27d-49f5-b893-c9292862b873,Sweden,1/8/2023,f318e902-c064-4492-b6db-59ffc5e707a9,82b2b311-f2ff-4ed1-8c15-084151b87b8e
8d63c82a-7da8-45b5-aa89-46e86094362e,Denmark,4/24/2020,a0d3307d-46f2-4e65-87d9-5b2f0e11ceb3,071b9916-1458-4dc6-a7f4-b662eb2b3216
66e84e31-bd73-4612-b788-5ef233917b49,Austria,7/10/2023,8052affb-2c38-4b57-9cc1-7c58baa43318,071b9916-1458-4dc6-a7f4-b662eb2b3216
6a4abfb1-d0bf-482b-8499-60c61f2f5812,France,5/9/2023,fee76aa2-6ca9-4122-b8a5-9f730e57a755,5c3b3005-b466-466f-b2c8-6292a26950e3
7ba158ec-8b85-4cb9-941d-32eed9c0a25b,Sweden,9/11/2020,f318e902-c064-4492-b6db-59ffc5e707a9,46d7f670-3062-4bac-a342-c926208c2b72
ccf8373f-07ad-44d3-af04-b7cbd4a01d2a,Spain,7/2/2022,a0d3307d-46f2-4e65-87d9-5b2f0e11ceb3,fa168eef-e321-4d38-9faf-df8c13572249
a95af224-a43f-4f43-98ab-920a81228d0a,Spain,4/22/2021,49e4afe8-1dc6-487e-b664-627d2731ca36,071b9916-1458-4dc6-a7f4-b662eb2b3216
9e1472f4-2717-48c0-9227-85d4ba2f0733,France,3/17/2022,a0d3307d-46f2-4e65-87d9-5b2f0e11ceb3,f3177906-348d-465e-8375-4e0950dd46ea
5ea510c0-7fa2-4c43-a4ed-b85d24cfe85e,Netherlands,8/6/2021,6e97fec3-5087-4cfb-b228-a853b4241814,e4d53a36-a65b-4a04-ae78-2f7090f4d668
b2359dff-18cf-4db5-acdc-83bdc13b1465,Italy,2/12/2023,f318e902-c064-4492-b6db-59ffc5e707a9,543d0c50-c195-4295-9236-a2cea9077f25
de866c83-1098-4c4d-9abc-4e523f84b578,Spain,4/30/2020,c87cce8f-5ccf-433d-88db-c9dcf502b9c6,f3177906-348d-465e-8375-4e0950dd46ea
a607fc19-d5cb-4ee1-8086-e89d872a1920,Sweden,3/23/2021,a0d3307d-46f2-4e65-87d9-5b2f0e11ceb3,4ca4ae37-4d8e-450f-b765-5dd817b63e60
9fa293ce-1fba-44a7-a704-ea15db24cd88,Italy,11/8/2021,c87cce8f-5ccf-433d-88db-c9dcf502b9c6,071b9916-1458-4dc6-a7f4-b662eb2b3216
cd37ed31-df41-4222-a89d-4b9a0b83edd0,Italy,8/16/2020,31af3ab3-850b-4bf2-8925-72bedd0597e6,e4d53a36-a65b-4a04-ae78-2f7090f4d668
0efd6cff-5394-4178-bc73-a28a162d7f10,Spain,7/3/2020,fee76aa2-6ca9-4122-b8a5-9f730e57a755,5c3b3005-b466-466f-b2c8-6292a26950e3
b374551c-a242-4562-96c4-252675774561,Belgium,8/29/2021,6e97fec3-5087-4cfb-b228-a853b4241814,82b2b311-f2ff-4ed1-8c15-084151b87b8e
e0a6d747-a661-4a83-8b37-2bb168a0f7fa,Germany,2/7/2021,49e4afe8-1dc6-487e-b664-627d2731ca36,5c3b3005-b466-466f-b2c8-6292a26950e3
3feba1ee-15ab-4714-9c04-6d4dad9704b1,France,5/24/2020,8052affb-2c38-4b57-9cc1-7c58baa43318,f3177906-348d-465e-8375-4e0950dd46ea
bfd8ab16-5bb2-489f-8a3a-e8aeeb77cc76,Netherlands,1/29/2021,49e4afe8-1dc6-487e-b664-627d2731ca36,4ca4ae37-4d8e-450f-b765-5dd817b63e60
5e348c55-2220-4337-a5cc-30ddd93d0d47,Switzerland,6/17/2021,fee76aa2-6ca9-4122-b8a5-9f730e57a755,fa168eef-e321-4d38-9faf-df8c13572249
4b058ea1-5276-4203-bc49-ed91c3c217b1,Spain,12/25/2020,31af3ab3-850b-4bf2-8925-72bedd0597e6,f3177906-348d-465e-8375-4e0950dd46ea
04e80a7b-7988-4cdc-b5d9-2abc94fa58c4,Spain,8/21/2022,a0d3307d-46f2-4e65-87d9-5b2f0e11ceb3,f3177906-348d-465e-8375-4e0950dd46ea
2dd24095-1ef7-4d4f-80ec-08a1f2ae7cc8,Germany,4/8/2022,fee76aa2-6ca9-4122-b8a5-9f730e57a755,46d7f670-3062-4bac-a342-c926208c2b72
ac7bd34f-afa1-4725-9164-567f4783871a,Sweden,8/29/2020,31af3ab3-850b-4bf2-8925-72bedd0597e6,82b2b311-f2ff-4ed1-8c15-084151b87b8e
026c5546-e344-463a-8141-be6388a0cf5d,Austria,8/30/2023,f318e902-c064-4492-b6db-59ffc5e707a9,fa168eef-e321-4d38-9faf-df8c13572249
c92b49e9-fb43-4a4c-9ddc-b0158efd2938,Italy,5/29/2021,fee76aa2-6ca9-4122-b8a5-9f730e57a755,f3177906-348d-465e-8375-4e0950dd46ea
b40c1cfd-63a4-4592-8b17-c9a25b442df4,Italy,5/12/2023,8052affb-2c38-4b57-9cc1-7c58baa43318,82b2b311-f2ff-4ed1-8c15-084151b87b8e
5d4ad705-ccd5-45ac-a1ac-fc94a6f6af56,Sweden,2/18/2023,a0d3307d-46f2-4e65-87d9-5b2f0e11ceb3,071b9916-1458-4dc6-a7f4-b662eb2b3216
a72a44f2-0987-4fb6-9f0f-1db423f7554a,Austria,6/9/2021,49e4afe8-1dc6-487e-b664-627d2731ca36,5c3b3005-b466-466f-b2c8-6292a26950e3
9f428a7a-ab98-423c-8d2d-2c56e0859283,Austria,4/21/2021,fee76aa2-6ca9-4122-b8a5-9f730e57a755,4ca4ae37-4d8e-450f-b765-5dd817b63e60
95d4821f-9709-43ba-a1c2-200c5e463a78,Italy,5/25/2021,fee76aa2-6ca9-4122-b8a5-9f730e57a755,f3177906-348d-465e-8375-4e0950dd46ea
2fa84bf8-a7b1-4443-8d21-a83d5bc3c539,Belgium,8/31/2020,a0d3307d-46f2-4e65-87d9-5b2f0e11ceb3,82b2b311-f2ff-4ed1-8c15-084151b87b8e
628b031f-3d49-4454-976c-d81d8cbdf4d5,Austria,12/9/2022,49e4afe8-1dc6-487e-b664-627d2731ca36,f3177906-348d-465e-8375-4e0950dd46ea
7f0f09d1-2e0c-46f2-9cfc-c0620d105928,Germany,10/8/2021,31af3ab3-850b-4bf2-8925-72bedd0597e6,543d0c50-c195-4295-9236-a2cea9077f25
795e7f7d-ccbc-489b-ba6f-cde79c194605,Germany,1/14/2020,c87cce8f-5ccf-433d-88db-c9dcf502b9c6,f3177906-348d-465e-8375-4e0950dd46ea
730947e3-fefb-4666-b2e8-9aff10027f9e,Spain,6/28/2020,49e4afe8-1dc6-487e-b664-627d2731ca36,4ca4ae37-4d8e-450f-b765-5dd817b63e60
2b345539-8b9a-430b-8f02-7ed5e9c02d42,Spain,7/30/2021,f318e902-c064-4492-b6db-59ffc5e707a9,071b9916-1458-4dc6-a7f4-b662eb2b3216
2a87306f-2e21-4554-a275-249419270d2e,Switzerland,9/2/2021,8052affb-2c38-4b57-9cc1-7c58baa43318,4ca4ae37-4d8e-450f-b765-5dd817b63e60
36b1601a-98ee-4b97-a3f5-2449e0c9e990,Switzerland,8/16/2022,8052affb-2c38-4b57-9cc1-7c58baa43318,82b2b311-f2ff-4ed1-8c15-084151b87b8e
3a7429bb-6b03-41b3-b9a8-09b7ab57f894,Denmark,4/2/2023,49e4afe8-1dc6-487e-b664-627d2731ca36,5c3b3005-b466-466f-b2c8-6292a26950e3
17b9bf63-46b6-4e34-81c3-e157411f9751,Belgium,11/25/2021,c87cce8f-5ccf-433d-88db-c9dcf502b9c6,e4d53a36-a65b-4a04-ae78-2f7090f4d668
4a8f5840-ce3d-4f76-b4b1-22df7e899f3d,Italy,9/5/2020,fee76aa2-6ca9-4122-b8a5-9f730e57a755,f3177906-348d-465e-8375-4e0950dd46ea
391d87bf-4155-4ebc-a281-7ba55cb3562d,Netherlands,8/4/2020,f318e902-c064-4492-b6db-59ffc5e707a9,d0b9567a-5fe8-4e28-bc5d-617d88d97cfb
fc6a7cb3-1995-4e0d-9085-6c47345f1359,Switzerland,5/30/2020,fee76aa2-6ca9-4122-b8a5-9f730e57a755,543d0c50-c195-4295-9236-a2cea9077f25
9547bd01-e959-440f-b7ad-07fa0a901eef,Spain,11/25/2023,8052affb-2c38-4b57-9cc1-7c58baa43318,fa168eef-e321-4d38-9faf-df8c13572249
da1764fa-bc59-4b07-88c0-e826a20aca8d,Italy,7/13/2022,c87cce8f-5ccf-433d-88db-c9dcf502b9c6,fa168eef-e321-4d38-9faf-df8c13572249
c7df8d9e-161b-410b-8b0c-17154d6594e2,Spain,3/23/2022,a0d3307d-46f2-4e65-87d9-5b2f0e11ceb3,4ca4ae37-4d8e-450f-b765-5dd817b63e60
7db8c955-a4fc-4536-819c-c155de01bf2d,Denmark,9/2/2022,49e4afe8-1dc6-487e-b664-627d2731ca36,071b9916-1458-4dc6-a7f4-b662eb2b3216
e8bb22d2-ef63-4534-8c31-d61c1243f511,Italy,5/13/2020,6e97fec3-5087-4cfb-b228-a853b4241814,5c3b3005-b466-466f-b2c8-6292a26950e3
09b1d862-2790-4d5c-9d1f-05758ff5147b,Netherlands,8/26/2022,c87cce8f-5ccf-433d-88db-c9dcf502b9c6,071b9916-1458-4dc6-a7f4-b662eb2b3216
5bfb8331-1137-4080-8370-eb8ecfa425ef,Switzerland,9/10/2020,6e97fec3-5087-4cfb-b228-a853b4241814,82b2b311-f2ff-4ed1-8c15-084151b87b8e
f522b38d-1e97-42e9-aeb4-27eb8bcc60ef,Netherlands,8/4/2023,c87cce8f-5ccf-433d-88db-c9dcf502b9c6,4ca4ae37-4d8e-450f-b765-5dd817b63e60
93b3632b-b480-449f-aea0-5ead3083cccd,Germany,4/20/2022,8052affb-2c38-4b57-9cc1-7c58baa43318,82b2b311-f2ff-4ed1-8c15-084151b87b8e
ea72fc86-fe5e-4c2f-ac90-ecf45d0fe99e,Austria,4/17/2022,49e4afe8-1dc6-487e-b664-627d2731ca36,82b2b311-f2ff-4ed1-8c15-084151b87b8e
e4a68d8a-9343-46cd-9509-f298f5dc9876,Germany,1/30/2020,c87cce8f-5ccf-433d-88db-c9dcf502b9c6,46d7f670-3062-4bac-a342-c926208c2b72
a099b0e5-704c-4701-90d4-0581f63ffbdf,Belgium,2/9/2020,8052affb-2c38-4b57-9cc1-7c58baa43318,f3177906-348d-465e-8375-4e0950dd46ea
d748d89d-038b-4059-9cf4-6e3c38cdc483,Denmark,10/1/2021,a0d3307d-46f2-4e65-87d9-5b2f0e11ceb3,071b9916-1458-4dc6-a7f4-b662eb2b3216
0a88ed08-caaf-422e-a37d-3ce12dbdc112,Belgium,8/9/2022,31af3ab3-850b-4bf2-8925-72bedd0597e6,e4d53a36-a65b-4a04-ae78-2f7090f4d668
bdee2c0a-55af-4a0e-8e4d-3c17f24a915e,Belgium,3/15/2020,8052affb-2c38-4b57-9cc1-7c58baa43318,fa168eef-e321-4d38-9faf-df8c13572249
6795f823-1a2c-4241-aed1-8e2fa1363aa6,Spain,7/20/2022,fee76aa2-6ca9-4122-b8a5-9f730e57a755,46d7f670-3062-4bac-a342-c926208c2b72
ec568c59-0718-4e34-9b99-90f1c77b690b,Sweden,5/26/2021,31af3ab3-850b-4bf2-8925-72bedd0597e6,5c3b3005-b466-466f-b2c8-6292a26950e3
4a298731-20c2-45fe-8b3f-29e5563db68f,Sweden,6/7/2023,a0d3307d-46f2-4e65-87d9-5b2f0e11ceb3,fa168eef-e321-4d38-9faf-df8c13572249
198e6d83-92be-442d-98af-20075829e871,Denmark,1/24/2023,fee76aa2-6ca9-4122-b8a5-9f730e57a755,543d0c50-c195-4295-9236-a2cea9077f25
5dcb0ea3-d2fa-426e-a871-8a8e081ff344,Austria,3/23/2023,31af3ab3-850b-4bf2-8925-72bedd0597e6,46d7f670-3062-4bac-a342-c926208c2b72
5dcc555e-fd83-4d1c-a52d-2db3075541f0,Sweden,6/3/2021,a0d3307d-46f2-4e65-87d9-5b2f0e11ceb3,82b2b311-f2ff-4ed1-8c15-084151b87b8e
54be6145-d5fb-42f3-9ffa-1d7e4d7bd8ca,Italy,3/4/2021,8052affb-2c38-4b57-9cc1-7c58baa43318,5c3b3005-b466-466f-b2c8-6292a26950e3
b8008347-2887-47fa-90cb-f3cd633a1d46,Netherlands,6/13/2020,c87cce8f-5ccf-433d-88db-c9dcf502b9c6,071b9916-1458-4dc6-a7f4-b662eb2b3216
dff67a68-3bac-434f-beab-12eb21600fac,Italy,3/9/2023,6e97fec3-5087-4cfb-b228-a853b4241814,4ca4ae37-4d8e-450f-b765-5dd817b63e60
f074cf9c-ec63-4775-b636-ccda859a842c,Belgium,3/31/2020,fee76aa2-6ca9-4122-b8a5-9f730e57a755,f3177906-348d-465e-8375-4e0950dd46ea
ebba9d7c-2f0d-4e1d-9abb-dda413f34b73,Switzerland,8/25/2020,31af3ab3-850b-4bf2-8925-72bedd0597e6,071b9916-1458-4dc6-a7f4-b662eb2b3216
4b885c55-dbb6-4d82-a28f-48e5bbdf5d70,Denmark,5/2/2023,c87cce8f-5ccf-433d-88db-c9dcf502b9c6,e4d53a36-a65b-4a04-ae78-2f7090f4d668
e456393c-ed85-4b95-81e2-3be83c25d044,Sweden,10/1/2022,a0d3307d-46f2-4e65-87d9-5b2f0e11ceb3,46d7f670-3062-4bac-a342-c926208c2b72
a906e3e5-88c7-4902-aeba-833f24493dac,France,12/24/2021,fee76aa2-6ca9-4122-b8a5-9f730e57a755,82b2b311-f2ff-4ed1-8c15-084151b87b8e
b8f03f23-96fc-4b76-bf00-ee7da4854f3a,Italy,12/14/2020,a0d3307d-46f2-4e65-87d9-5b2f0e11ceb3,fa168eef-e321-4d38-9faf-df8c13572249
683550f7-daed-403d-8527-55a7b6f33cf3,Germany,12/30/2023,6e97fec3-5087-4cfb-b228-a853b4241814,46d7f670-3062-4bac-a342-c926208c2b72
bbf6f5b3-b49f-466f-acc1-027bab017939,Sweden,2/4/2021,c87cce8f-5ccf-433d-88db-c9dcf502b9c6,f3177906-348d-465e-8375-4e0950dd46ea
51502ce3-f61f-45ac-827e-d5d972cd9c0f,Switzerland,5/23/2023,fee76aa2-6ca9-4122-b8a5-9f730e57a755,46d7f670-3062-4bac-a342-c926208c2b72
d84414df-614a-4614-95f6-8f2603c974a7,Netherlands,8/26/2022,31af3ab3-850b-4bf2-8925-72bedd0597e6,4ca4ae37-4d8e-450f-b765-5dd817b63e60
13044900-20ed-4402-bfdc-3c78e71023da,Belgium,11/17/2023,f318e902-c064-4492-b6db-59ffc5e707a9,5c3b3005-b466-466f-b2c8-6292a26950e3
e414fbae-b122-4ac2-8779-092c1639f826,France,10/5/2021,8052affb-2c38-4b57-9cc1-7c58baa43318,543d0c50-c195-4295-9236-a2cea9077f25
d688b537-0ced-470f-adf0-9249903a0ec5,France,4/30/2021,6e97fec3-5087-4cfb-b228-a853b4241814,f3177906-348d-465e-8375-4e0950dd46ea
d0109f78-0a8b-4bfc-a78c-0dd97e4414dc,France,7/6/2020,fee76aa2-6ca9-4122-b8a5-9f730e57a755,d0b9567a-5fe8-4e28-bc5d-617d88d97cfb
bcd3bcef-938a-4be8-8194-c58580d80e58,Austria,3/16/2023,8052affb-2c38-4b57-9cc1-7c58baa43318,5c3b3005-b466-466f-b2c8-6292a26950e3
6135497a-102c-4986-960a-8fdd6ea69d5e,Sweden,6/14/2020,a0d3307d-46f2-4e65-87d9-5b2f0e11ceb3,071b9916-1458-4dc6-a7f4-b662eb2b3216
89760438-fa87-4e0b-a772-a59c3f69aeb5,Belgium,2/25/2020,8052affb-2c38-4b57-9cc1-7c58baa43318,5c3b3005-b466-466f-b2c8-6292a26950e3
ce15366f-f9e9-4f3a-81a8-cce1b5485105,Sweden,9/4/2020,c87cce8f-5ccf-433d-88db-c9dcf502b9c6,d0b9567a-5fe8-4e28-bc5d-617d88d97cfb
19aa47e3-00b0-4052-81a1-3a5d5feb7cee,Netherlands,10/3/2021,31af3ab3-850b-4bf2-8925-72bedd0597e6,e4d53a36-a65b-4a04-ae78-2f7090f4d668
4f300428-d5b5-48ad-a8ac-f1f58fb504e1,Belgium,2/8/2021,fee76aa2-6ca9-4122-b8a5-9f730e57a755,5c3b3005-b466-466f-b2c8-6292a26950e3
aadf87cc-1cc8-4a0b-8f27-3a571aaba432,Netherlands,10/2/2021,a0d3307d-46f2-4e65-87d9-5b2f0e11ceb3,4ca4ae37-4d8e-450f-b765-5dd817b63e60
f2d79f6d-bda2-425e-bbdf-8780c3ed6ff4,Belgium,9/2/2023,31af3ab3-850b-4bf2-8925-72bedd0597e6,82b2b311-f2ff-4ed1-8c15-084151b87b8e
5833bf73-cae9-494a-89dc-06a7344ca101,Denmark,11/2/2021,49e4afe8-1dc6-487e-b664-627d2731ca36,46d7f670-3062-4bac-a342-c926208c2b72
6e7c49f8-e20a-4eaa-b7bc-b7d3c1f9c0bc,Spain,6/4/2021,31af3ab3-850b-4bf2-8925-72bedd0597e6,071b9916-1458-4dc6-a7f4-b662eb2b3216
6d1404ac-7610-47fa-b499-1ca9f690c2da,Italy,3/30/2023,f318e902-c064-4492-b6db-59ffc5e707a9,fa168eef-e321-4d38-9faf-df8c13572249
6d1993b8-362c-4c2f-a723-9fc7cdd37b8e,Sweden,5/2/2020,6e97fec3-5087-4cfb-b228-a853b4241814,82b2b311-f2ff-4ed1-8c15-084151b87b8e
780a9f74-a0f9-4c41-943d-0e1db5361bcf,Belgium,7/29/2023,a0d3307d-46f2-4e65-87d9-5b2f0e11ceb3,5c3b3005-b466-466f-b2c8-6292a26950e3
fdaed275-d31f-465c-93b7-95039461b015,Sweden,3/3/2021,f318e902-c064-4492-b6db-59ffc5e707a9,82b2b311-f2ff-4ed1-8c15-084151b87b8e
26092a5f-9999-4dff-b6a9-c499eaf78185,Germany,7/18/2023,a0d3307d-46f2-4e65-87d9-5b2f0e11ceb3,e4d53a36-a65b-4a04-ae78-2f7090f4d668
3e613f42-31fa-487d-80bf-4bde4b3e8d71,Netherlands,8/11/2020,6e97fec3-5087-4cfb-b228-a853b4241814,82b2b311-f2ff-4ed1-8c15-084151b87b8e
83843946-848d-4649-908e-82598c3d4191,Germany,3/9/2022,6e97fec3-5087-4cfb-b228-a853b4241814,4ca4ae37-4d8e-450f-b765-5dd817b63e60
fec3a9ef-7bdb-4510-abac-6aff08459bc6,Italy,8/13/2023,8052affb-2c38-4b57-9cc1-7c58baa43318,82b2b311-f2ff-4ed1-8c15-084151b87b8e
901c267a-4469-4fb7-8085-51f1b2b1c3cb,France,8/10/2020,6e97fec3-5087-4cfb-b228-a853b4241814,5c3b3005-b466-466f-b2c8-6292a26950e3
0b4b607a-1110-456a-b57b-3c90e31b7f26,Belgium,8/17/2020,a0d3307d-46f2-4e65-87d9-5b2f0e11ceb3,e4d53a36-a65b-4a04-ae78-2f7090f4d668
1015099f-e235-48cc-a38a-8b0a2e7c0bb7,Austria,5/17/2022,fee76aa2-6ca9-4122-b8a5-9f730e57a755,82b2b311-f2ff-4ed1-8c15-084151b87b8e
96d2b35b-7433-471b-bdf4-bd2597a9981b,Spain,9/25/2023,c87cce8f-5ccf-433d-88db-c9dcf502b9c6,e4d53a36-a65b-4a04-ae78-2f7090f4d668
3a3a01a7-022e-4750-8341-e75f756947ee,Italy,7/26/2021,c87cce8f-5ccf-433d-88db-c9dcf502b9c6,071b9916-1458-4dc6-a7f4-b662eb2b3216
ae12a57a-460d-47f3-a2f5-3656dd697554,Belgium,2/21/2020,6e97fec3-5087-4cfb-b228-a853b4241814,4ca4ae37-4d8e-450f-b765-5dd817b63e60
4e390120-5210-4aba-86e7-a30c3c03ca09,Austria,1/21/2023,a0d3307d-46f2-4e65-87d9-5b2f0e11ceb3,82b2b311-f2ff-4ed1-8c15-084151b87b8e
